"country","gdp","population","export","import"
"Thailand",401296238228.084,70294397,2987.7,5510.05
"Thailand",413366349747.508,70607037,3133.22,5415.28
"Thailand",456356813536.764,70898202,3653.57,7134.28
"Thailand",506754208404.485,71127802,4441.18,7441.66
"Thailand",543976691793.886,71307763,4299.03,6788.18
"Thailand",500461898480.246,71475664,4237.36,5682.12
"Thailand",506256494297.34,71601103,5751.09,9332.42
"Timor-Leste",881909300,1088486,546.08,1.7
"Timor-Leste",1042534600,1112976,7.39,22.16
"Timor-Leste",1160555000,1137676,2.14,0.05
"Timor-Leste",1395727400,1161555,2.18,0.82
"Timor-Leste",1447535200,1184830,3.25,0.3
"Timor-Leste",1595205100,1205813,3.39,0.03
"Timor-Leste",1652603700,1224562,2.31,0.17
"Timor-Leste",1598208400,1243235,3.32,0.09
"Timor-Leste",1566157200,1261845,5.27,0
"Timor-Leste",2162619200,1299995,25.36,0.04
"Timor-Leste",3621958000,1320942,26.02,0
"Togo",4746389531.71369,6571855,204.79,91.89
"Togo",5422442166.41062,6748672,354.91,150.28
"Togo",5413544658.5045,6926635,299.82,177.42
"Togo",6021732977.26811,7106229,443.9,156.34
"Togo",6393318261.86007,7288383,688.34,195.65
"Togo",5755461035.44333,7473229,532.08,225.07
"Togo",6071170959.12093,7661354,315.62,138.43
"Togo",6387422517.69225,7852795,408.57,163.82
"Togo",7029300383.08031,8046679,694.02,303.91
"Togo",6992700101.37188,8243094,1040.52,383.52
"Togo",7400284167.78479,8442580,1547.13,300.23
"Togo",8342243645.94438,8644829,3011.96,376.85
"Tonga",366832215.189578,107383,0.71,0.22
"Tonga",414533117.692299,107611,0.76,0.01
"Tonga",470705196.432659,107502,1.66,0.07
"Tonga",450650633.04135,107089,1.02,0.02
"Tonga",439877614.419206,106626,0.92,0.01
"Tonga",437003078.563584,106122,1.12,0
"Tonga",420548712.433288,105707,1.19,0.05
"Tonga",460374354.847247,105415,1.25,0
"Tonga",488906838.594866,105150,0.34,0.05
"Tonga",512053692.078675,104951,0.68,0
"Tonga",484796854.918756,105254,0.84,0
"Tonga",469228219.665791,106017,1.31,0
"Trinidad and Tobago",22157948396.2042,1410296,62.89,80.19
"Trinidad and Tobago",25433011405.3017,1420020,82.39,204.1
"Trinidad and Tobago",27334581560.2837,1430377,81.44,8.91
"Trinidad and Tobago",28709988700.2142,1440729,104.75,5.34
"Trinidad and Tobago",29699968760.7278,1450661,165.41,68.43
"Trinidad and Tobago",27026080986.578,1460177,92.79,91.95
"Trinidad and Tobago",23713671528.1421,1469330,84.47,173.53
"Trinidad and Tobago",24040299977.8745,1478607,88.63,42.49
"Trinidad and Tobago",24569079488.3913,1504709,83.69,195.38
"Trinidad and Tobago",23775754304.6652,1519955,85.01,84.4
"Trinidad and Tobago",20807571314.3043,1518147,74.76,189.36
"Trinidad and Tobago",24496505940.6673,1525663,93.2,112.21
"Tunisia",46206091937.9628,10895063,282.27,301.14
"Tunisia",48123325825.0739,11032528,285.57,164.45
"Tunisia",47311401812.6733,11174383,298.72,215.35
"Tunisia",48685446413.953,11300284,274.08,91.54
"Tunisia",50271812920.612,11428948,249.79,196.16
"Tunisia",45779494041.9295,11557779,222.3,136.46
"Tunisia",44360072680.4476,11685667,255.32,114.78
"Tunisia",42163530590.9462,11811443,281.73,140.26
"Tunisia",42686580020.8322,11933041,304.15,137.89
"Tunisia",41905540184.424,12049314,244.96,131.12
"Tunisia",42491816475.7118,12161723,264.56,123.36
"Tunisia",46812290143.344,12262946,406.75,297.82
"Turkiye",776967266305.53,73142150,2748.96,820.96
"Turkiye",838785289694.35,74223629,3547.04,1021.76
"Turkiye",880555885492.269,75175827,3963.52,2034.07
"Turkiye",957799120008.32,76147624,4433.61,760.32
"Turkiye",938934609296.966,77181884,5358.74,1463.73
"Turkiye",864313810469.009,78218479,4139.85,776.84
"Turkiye",869682881593.041,79277962,4626.43,1207.17
"Turkiye",858988492853.742,80312698,5090.56,2132.08
"Turkiye",778972199727.859,81407204,5452.25,2388.1
"Turkiye",761005946788.221,82579440,4969.29,2116.42
"Turkiye",720338498174.744,83384680,3952.74,1467.16
"Turkiye",819865253669.661,84147318,8715.93,1996.6
"Turkmenistan",22583157894.7368,5267970,26.16,9.73
"Turkmenistan",29233333333.3333,5360811,43.91,19.46
"Turkmenistan",35164210526.3158,5458682,69.88,8.33
"Turkmenistan",39197543859.6491,5560095,73.63,14.1
"Turkmenistan",43524210526.3158,5663152,91.94,13.03
"Turkmenistan",35799714285.7143,5766431,68.52,46.96
"Turkmenistan",36169428571.4286,5868561,57.54,21.3
"Turkmenistan",37926285714.2857,5968383,54.29,26.15
"Turkmenistan",40765428571.4286,6065066,45.62,20.62
"Turkmenistan",45232857142.8571,6158420,33.86,3.99
"Turkmenistan",4.5818e+10,6250438,60.31,0.3
"Turkmenistan",50007428571.4286,6341855,104.27,10.07
"Turks and Caicos Islands",686787800,29726,0.04,0.08
"Turks and Caicos Islands",728789600,30816,0.15,0.01
"Turks and Caicos Islands",727161000,32081,0.33,0.05
"Turks and Caicos Islands",754238000,33594,0.41,0.11
"Turks and Caicos Islands",841070000,34985,0.15,0.01
"Turks and Caicos Islands",942070000,36538,0.16,0.02
"Turks and Caicos Islands",1032452000,38246,0.79,0.03
"Turks and Caicos Islands",1028941663.2,39844,1.14,0.02
"Turks and Caicos Islands",1128749004.5304,41487,0.26,0
"Turks and Caicos Islands",1177285211.72521,43080,0.64,0.01
"Turks and Caicos Islands",774653669.315186,44276,0.11,0.05
"Turks and Caicos Islands",1045782453.5755,45114,0.64,0
"Tuvalu",32105408.4771121,10550,0.12,0
"Tuvalu",39196957.4908996,10700,0.01,0.01
"Tuvalu",39345579.4723758,10854,0,0
"Tuvalu",38760982.6540096,10899,0.03,1.42
"Tuvalu",36811936.0824587,10877,0.06,0.01
"Tuvalu",41629064.2232388,10852,0.08,0.13
"Tuvalu",45276595.3533146,10828,0.06,0
"Tuvalu",48015259.8751356,10865,0,0
"Tuvalu",54123198.5662913,10956,0,0
"Uganda",26673441430.7857,32341728,292.72,13.64
"Uganda",27871725241.4723,33295738,434.94,18.24
"Uganda",27305915910.7877,34273295,464.84,27.41
"Uganda",28915786516.6123,35273570,530.45,33.14
"Uganda",32612397257.4458,36336539,553.75,37.67
"Uganda",32387183730.1002,37477356,569.76,45.52
"Uganda",29203988696.2626,38748299,494.32,68.91
"Uganda",30744473841.424,40127085,532.13,56.2
"Uganda",32927025619.6795,41515395,579.89,23.07
"Uganda",35348155095.4215,42949080,621.37,33.97
"Uganda",37600368239.8824,44404611,670.15,38.6
"Uganda",40529788744.0595,45853778,697.6,142.33
"Ukraine",141209170427.233,45870741,514.19,1418.42
"Ukraine",169333835201.554,45706086,491.13,2463.67
"Ukraine",182591753827.949,45593342,519.73,2657.45
"Ukraine",190498811460.028,45489648,481.17,1804.72
"Ukraine",133503871861.723,45272155,348.82,2238.93
"Ukraine",91030967789.0717,45167350,259.06,1751.06
"Ukraine",93355869403.9223,45038236,310.05,2481.43
"Ukraine",112090505081.739,44880758,330,2355.89
"Ukraine",130891088293.55,44690584,390.68,2340.99
"Ukraine",153883047509.577,44474512,463.76,2060.76
"Ukraine",156617722013.342,44207754,450.86,2139.82
"Ukraine",199765859570.935,43848986,472.58,2913.6
"United Arab Emirates",300189052688.904,8481771,33822.08,32753.02
"United Arab Emirates",360832739550.715,8575205,35925.23,36756.16
"United Arab Emirates",384610125391.423,8664969,36316.29,39138.21
"United Arab Emirates",400218529748.128,8751847,30520.08,29019.66
"United Arab Emirates",414105366752.893,8835951,33027.73,26139.73
"United Arab Emirates",370275469571.137,8916899,30316.16,19445.54
"United Arab Emirates",369255326235.534,8994263,31175.16,21509.69
"United Arab Emirates",390516804029.952,9068296,28145.77,21738.98
"United Arab Emirates",427049432157.931,9140169,30126.38,29785.09
"United Arab Emirates",417989721742.682,9211657,28853.23,30256.43
"United Arab Emirates",349473015330.157,9287289,16679.19,26622.82
"United Arab Emirates",415178792756.978,9365145,28044.53,44833.25
"United Kingdom",2485482596184.71,62766365,7284.66,5396.54
"United Kingdom",2663805834828.07,63258810,8589.64,7134.08
"United Kingdom",2707089726614.64,63700215,8612.22,6292.86
"United Kingdom",2784853502534.29,64128273,9778.78,6044.84
"United Kingdom",3064708247921.43,64602298,9319.48,5018.02
"United Kingdom",2927911140916.73,65116219,8828.26,5192.3
"United Kingdom",2689106566899.61,65611593,8529.76,3664.67
"United Kingdom",2680148052335.3,66058859,9690.82,4806.51
"United Kingdom",2871340347581.79,66460344,9308.99,7561.68
"United Kingdom",2851407164907.81,66836327,8737.59,6712.36
"United Kingdom",2697806592293.86,67081234,8157.27,4955.55
"United Kingdom",3141506156618.7,67026292,10460.97,7017.53
"United States",1.5048971e+13,309327143,25291.56,20050.41
"United States",1.5599732e+13,311583481,34741.33,23454.64
"United States",1.625397e+13,313877662,36154.88,25204.39
"United States",1.6880683e+13,316059947,39141.81,22504.79
"United States",1.7608138e+13,318386329,42448.3,21814.27
"United States",1.8295019e+13,320738994,40335.68,21781.06
"United States",1.8804913e+13,323071755,42211.96,22307.18
"United States",1.9612102e+13,325122128,47878.17,26610.72
"United States",2.0656516e+13,326838199,52405.88,35549.2
"United States",2.1521395e+13,328329953,53088.43,35819.55
"United States",2.132295e+13,331526933,51622.82,28887.81
"United States",2.3594031e+13,332048977,76166.63,43313.75
"Uruguay",41950361211.9581,3352651,85.29,17.31
"Uruguay",50342406067.0777,3361637,140.63,31.45
"Uruguay",54232266358.7811,3371133,143.13,24.39
"Uruguay",61337621933.7857,3381180,160.87,20.42
"Uruguay",61496186973.902,3391662,208.27,20.34
"Uruguay",57680327998.6689,3402818,152.84,17.72
"Uruguay",57480788380.312,3413766,187.72,13.43
"Uruguay",65006047680.3225,3422200,159.39,24.96
"Uruguay",65344408987.1965,3427042,180.94,42.95
"Uruguay",62222387928.9932,3428409,147.59,57.22
"Uruguay",53668636567.8667,3429086,104.65,163.57
"Uruguay",60760798595.5436,3426260,150.65,161.49
"Uzbekistan",49765676402.4495,28562400,60.38,20.63
"Uzbekistan",60178909297.208,29339400,89.33,37.06
"Uzbekistan",67517349212.0609,29774500,124.84,31.85
"Uzbekistan",73180037914.9104,30243200,114.04,31.49
"Uzbekistan",80845385809.4529,30757700,170.36,55.84
"Uzbekistan",86196264755.3105,31298900,94.58,45.27
"Uzbekistan",86138288644.171,31847900,108.91,46.53
"Uzbekistan",62081322740.0162,32388600,132.66,101.67
"Uzbekistan",52870108214.6742,32956100,201.38,126.73
"Uzbekistan",60283503705.3907,33580350,180.13,66.83
"Uzbekistan",60224701296.7885,34232050,279.97,14.92
"Uzbekistan",69600614987.3509,34915100,271.08,71.35
"Vanuatu",670712979.682038,245453,2.5,0.07
"Vanuatu",770153588.218833,251294,2.65,0
"Vanuatu",747839697.746593,257313,3.4,5.36
"Vanuatu",758304466.245339,263534,2.79,0
"Vanuatu",772315983.81843,269927,1.84,0.01
"Vanuatu",730870802.967051,276438,2,0.3
"Vanuatu",780889605.899977,283218,2.06,0
"Vanuatu",880061833.690341,290239,2.23,0
"Vanuatu",914736985.430944,297298,1.94,0
"Vanuatu",936526267.622513,304404,2.38,0.26
"Vanuatu",909421043.508407,311685,2.26,0.02
"Vanuatu",950394006.532514,319137,3.13,0
"Venezuela, RB",393192354510.653,28715022,175.97,5209.96
"Venezuela, RB",316482190800.364,29096159,249.63,6666.89
"Venezuela, RB",381286237847.667,29470426,234.06,14117.66
"Venezuela, RB",371005379786.566,29838021,196.89,13940.13
"Venezuela, RB",482359318767.703,30193258,258.01,11729.89
"Viet Nam",147201173196.979,87411012,2651.3,1064.84
"Viet Nam",172595049183.925,88349117,3718.97,1722.79
"Viet Nam",195590661129.249,89301326,3967.25,2314.67
"Viet Nam",213708811665.34,90267739,5441.8,2594.16
"Viet Nam",233451469642.519,91235504,6257.68,3003.28
"Viet Nam",239258328381.741,92191398,5265.83,2560.3
"Viet Nam",257096001177.982,93126529,6786.39,3320.5
"Viet Nam",281353605986.903,94033048,7812.92,5018.42
"Viet Nam",310106478394.659,94914330,6507.22,7192.15
"Viet Nam",334365270496.667,95776716,5059.71,7283.26
"Viet Nam",346615738537.796,96648685,4999.49,6120.49
"Viet Nam",366474752771.009,97468029,6702.5,7438.43
"Virgin Islands (U.S.)",4.324e+09,108357,1.34,0.32
"Virgin Islands (U.S.)",4.223e+09,108290,3.72,0.09
"Virgin Islands (U.S.)",4.089e+09,108188,1.41,0.4
"Virgin Islands (U.S.)",3.738e+09,108041,3.9,2.25
"Virgin Islands (U.S.)",3.565e+09,107882,4.79,0.6
"Virgin Islands (U.S.)",3.663e+09,107712,4.22,1.08
"Virgin Islands (U.S.)",3.798e+09,107516,5.33,4.52
"Virgin Islands (U.S.)",3.794e+09,107281,2.89,0.27
"Virgin Islands (U.S.)",3.923e+09,107001,42.52,0.77
"Virgin Islands (U.S.)",4.121e+09,106669,81.4,7.5
"Virgin Islands (U.S.)",4.189e+09,106290,74.96,0.08
"Virgin Islands (U.S.)",4.444e+09,105870,4.27,0.43
"West Bank and Gaza",16276600000,4569087,1.46,1.19
"West Bank and Gaza",17133500000,4685306,1.07,0.74
"West Bank and Gaza",15531700000,4803269,2,0.15
"West Bank and Gaza",1.8109e+10,4922749,1.97,0.3
"Yemen, Rep.",30906749533.221,24743946,513.98,1743.89
"Yemen, Rep.",32726417878.391,25475610,730.53,970.69
"Yemen, Rep.",35401331609.5916,26223391,1477.17,958.92
"Yemen, Rep.",40415233436.1767,26984002,1306.89,782.18
"Yemen, Rep.",43228585321.3272,27753304,992.02,540.7
"Yemen, Rep.",42444490073.8555,28516545,399.69,6.87
"Yemen, Rep.",31317825274.1507,29274002,446.01,4.81
"Yemen, Rep.",26842229044.5848,30034389,563.37,153.05
"Yemen, Rep.",21606160663.0318,30790513,741.25,11.75
"Zambia",20265559483.8548,13792086,118.32,32.08
"Zambia",23459515275.5776,14265814,210.84,168.83
"Zambia",25503060420.026,14744658,242.95,324.85
"Zambia",28037239462.7142,15234976,377.2,243.15
"Zambia",27141023558.0829,15737793,366.43,283.34
"Zambia",21251216798.7762,16248230,298.02,475.36
"Zambia",20958412538.3093,16767761,237.05,743.9
"Zambia",25873601260.8353,17298054,294.02,1094.98
"Zambia",26311507273.6735,17835893,318.9,510.5
"Zambia",23308667781.2258,18380477,247.49,843.33
"Zambia",18137764931.2808,18927715,268.71,126.48
"Zambia",22096416932.0089,19473125,340.84,118.15
"Zimbabwe",12041655200,12839771,113.07,11.62
"Zimbabwe",14101920300,13025785,129.22,2.88
"Zimbabwe",17114849900,13265331,153.16,34.54
"Zimbabwe",19091020000,13555422,157.96,12.51
"Zimbabwe",19495519600,13855753,223.84,32.69
"Zimbabwe",19963120600,14154937,205.01,24.44
"Zimbabwe",20548678100,14452704,109.02,60.45
"Zimbabwe",17584890936.6523,14751101,163.46,62.2
"Zimbabwe",34156069918.0609,15052184,181.62,7.81
"Zimbabwe",21832234925.5021,15354608,160.99,13.6
"Zimbabwe",21509698406.1116,15669666,175.64,5.71
"Zimbabwe",28371238665.5116,15993524,200.4,7.77
